max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
1.016,-0.694,0.322,1.71,1.366,-0.648,0.718,2.014,1.294,-0.404,0.89,1.698,0.974,-0.154,0.82,1.128,0.728,-0.223,0.505,0.951,0.779,-0.412,0.367,1.191
0.94,-0.752,0.188,1.692,1.23,-0.808,0.422,2.038,1.145,-0.58,0.565,1.725,0.852,-0.364,0.488,1.216,0.598,-0.312,0.286,0.91,0.726,-0.502,0.224,1.228
0.921,-0.784,0.137,1.705,1.256,-0.798,0.458,2.054,1.25,-0.638,0.612,1.888,0.85,-0.47,0.38,1.32,0.614,-0.344,0.27,0.958,0.742,-0.582,0.16,1.324
1.054,-0.684,0.37,1.738,0.74,-0.388,0.352,1.128,0.59,-0.362,0.228,0.952,0.724,-0.51,0.214,1.234,0.064,0.058,0.122,0.006,0.05,0.045,0.095,0.005
1.024,-0.922,0.102,1.946,1.222,-0.906,0.316,2.128,1.099,-0.758,0.341,1.857,0.856,-0.484,0.372,1.34,0.708,-0.41,0.298,1.118,0.734,-0.558,0.176,1.292
0.944,-0.744,0.2,1.688,0.671,-0.462,0.209,1.133,0.624,-0.405,0.219,1.029,0.679,-0.558,0.121,1.237,0.038,0.034,0.072,0.004,0.029,0.025,0.054,0.004
0.909,-0.825,0.084,1.734,0.622,-0.599,0.023,1.221,0.508,-0.556,-0.048,1.064,0.614,-0.578,0.036,1.192,0.029,0.025,0.054,0.004,0.022,0.018,0.04,0.004
0.964,-0.835,0.129,1.799,0.65,-0.508,0.142,1.158,0.454,-0.43,0.024,0.884,0.664,-0.58,0.084,1.244,0.022,0.019,0.041,0.003,0.018,0.014,0.032,0.004
0.942,-0.924,0.018,1.866,0.665,-0.61,0.055,1.275,0.574,-0.516,0.058,1.09,0.647,-0.652,-0.005,1.299,0.018,0.013,0.031,0.005,0.013,0.007,0.02,0.006
0.848,-0.82,0.028,1.668,1.062,-1.0,0.062,2.062,0.94,-0.88,0.06,1.82,0.592,-0.564,0.028,1.156,0.532,-0.403,0.129,0.935,0.68,-0.664,0.016,1.344
0.872,-0.818,0.054,1.69,0.996,-0.994,0.002,1.99,0.866,-0.8,0.066,1.666,0.559,-0.614,-0.055,1.173,0.458,-0.536,-0.078,0.994,0.682,-0.605,0.077,1.287
0.493,-0.436,0.057,0.929,0.647,-0.593,0.054,1.24,0.006,0.002,0.008,0.004,0.006,0.003,0.009,0.003,0.776,-0.918,-0.142,1.694,0.986,-1.075,-0.089,2.061
0.807,-0.904,-0.097,1.711,0.988,-0.977,0.011,1.965,0.922,-0.826,0.096,1.748,0.622,-0.542,0.08,1.164,0.469,-0.486,-0.017,0.955,0.626,-0.609,0.017,1.235
0.889,-0.926,-0.037,1.815,1.102,-1.048,0.054,2.15,0.905,-0.886,0.019,1.791,0.726,-0.618,0.108,1.344,0.551,-0.514,0.037,1.065,0.696,-0.57,0.126,1.266
0.496,-0.528,-0.032,1.024,0.692,-0.605,0.087,1.297,0.004,0.0,0.004,0.004,0.003,-0.003,0.0,0.006,0.795,-0.82,-0.025,1.615,0.93,-1.002,-0.072,1.932
0.926,-0.918,0.008,1.844,0.628,-0.579,0.049,1.207,0.448,-0.516,-0.068,0.964,0.6,-0.63,-0.03,1.23,0.004,-0.001,0.003,0.005,0.003,-0.002,0.001,0.005
0.553,-0.463,0.09,1.016,0.604,-0.662,-0.058,1.266,0.005,0.001,0.006,0.004,0.003,-0.002,0.001,0.005,0.85,-0.918,-0.068,1.768,1.006,-1.03,-0.024,2.036
0.791,-0.862,-0.071,1.653,0.491,-0.546,-0.055,1.037,0.404,-0.372,0.032,0.776,0.517,-0.494,0.023,1.011,0.004,0.0,0.004,0.004,0.003,-0.002,0.001,0.005
0.806,-0.934,-0.128,1.74,1.02,-1.02,0.0,2.04,0.916,-0.866,0.05,1.782,0.55,-0.676,-0.126,1.226,0.388,-0.524,-0.136,0.912,0.574,-0.69,-0.116,1.264
0.826,-0.956,-0.13,1.782,0.58,-0.715,-0.135,1.295,0.424,-0.604,-0.18,1.028,0.566,-0.719,-0.153,1.285,0.003,-0.001,0.002,0.004,0.002,-0.002,0.0,0.004
0.879,-0.9,-0.021,1.779,0.568,-0.638,-0.07,1.206,0.456,-0.583,-0.127,1.039,0.592,-0.644,-0.052,1.236,0.003,-0.001,0.002,0.004,0.002,-0.003,-0.001,0.005
0.944,-0.914,0.03,1.858,0.748,-0.628,0.12,1.376,0.584,-0.482,0.102,1.066,0.673,-0.605,0.068,1.278,0.002,-0.004,-0.002,0.006,0.002,-0.002,0.0,0.004
0.836,-0.894,-0.058,1.73,0.572,-0.64,-0.068,1.212,0.485,-0.472,0.013,0.957,0.63,-0.628,0.002,1.258,0.004,-0.003,0.001,0.007,0.003,-0.002,0.001,0.005
0.883,-0.835,0.048,1.718,0.644,-0.599,0.045,1.243,0.499,-0.466,0.033,0.965,0.627,-0.577,0.05,1.204,0.001,-0.003,-0.002,0.004,0.002,-0.004,-0.002,0.006
0.917,-0.831,0.086,1.748,0.572,-0.632,-0.06,1.204,0.514,-0.48,0.034,0.994,0.58,-0.609,-0.029,1.189,-0.001,-0.006,-0.007,0.005,0.001,-0.004,-0.003,0.005
0.887,-0.967,-0.08,1.854,0.653,-0.672,-0.019,1.325,0.444,-0.571,-0.127,1.015,0.602,-0.715,-0.113,1.317,0.003,-0.002,0.001,0.005,0.002,-0.002,0.0,0.004
0.546,-0.468,0.078,1.014,0.6,-0.644,-0.044,1.244,0.001,-0.004,-0.003,0.005,0.002,-0.004,-0.002,0.006,0.866,-0.904,-0.038,1.77,1.083,-1.065,0.018,2.148
0.874,-0.849,0.025,1.723,0.96,-0.981,-0.021,1.941,0.866,-0.843,0.023,1.709,0.67,-0.616,0.054,1.286,0.519,-0.51,0.009,1.029,0.651,-0.632,0.019,1.283
0.87,-0.822,0.048,1.692,0.568,-0.55,0.018,1.118,0.543,-0.445,0.098,0.988,0.618,-0.595,0.023,1.213,0.002,-0.004,-0.002,0.006,0.002,-0.004,-0.002,0.006
0.544,-0.478,0.066,1.022,0.698,-0.584,0.114,1.282,0.001,-0.003,-0.002,0.004,0.001,-0.004,-0.003,0.005,0.893,-0.826,0.067,1.719,0.986,-1.02,-0.034,2.006
0.891,-1.102,-0.211,1.993,0.496,-0.662,-0.166,1.158,0.406,-0.462,-0.056,0.868,0.503,-0.658,-0.155,1.161,0.002,-0.003,-0.001,0.005,0.002,-0.004,-0.002,0.006
0.001,-0.004,-0.003,0.005,0.003,-0.003,0.0,0.006,0.87,-0.831,0.039,1.701,0.942,-0.968,-0.026,1.91,0.844,-0.962,-0.118,1.806,0.736,-0.721,0.015,1.457
0.876,-0.88,-0.004,1.756,0.629,-0.607,0.022,1.236,0.518,-0.48,0.038,0.998,0.652,-0.662,-0.01,1.314,0.001,-0.004,-0.003,0.005,0.003,-0.002,0.001,0.005
0.003,-0.003,0.0,0.006,0.002,-0.004,-0.002,0.006,0.884,-0.983,-0.099,1.867,1.046,-1.056,-0.01,2.102,0.915,-0.941,-0.026,1.856,0.574,-0.609,-0.035,1.183
0.904,-0.924,-0.02,1.828,0.57,-0.605,-0.035,1.175,0.477,-0.494,-0.017,0.971,0.645,-0.632,0.013,1.277,0.001,-0.004,-0.003,0.005,0.003,-0.004,-0.001,0.007
0.958,-0.847,0.111,1.805,0.661,-0.581,0.08,1.242,0.592,-0.47,0.122,1.062,0.702,-0.55,0.152,1.252,0.001,-0.004,-0.003,0.005,0.002,-0.003,-0.001,0.005
0.938,-0.926,0.012,1.864,0.645,-0.605,0.04,1.25,0.534,-0.516,0.018,1.05,0.706,-0.735,-0.029,1.441,0.002,-0.004,-0.002,0.006,0.001,-0.003,-0.002,0.004
0.944,-0.884,0.06,1.828,0.543,-0.587,-0.044,1.13,0.452,-0.458,-0.006,0.91,0.633,-0.666,-0.033,1.299,0.003,-0.003,0.0,0.006,0.001,-0.004,-0.003,0.005
0.935,-0.8,0.135,1.735,1.032,-1.034,-0.002,2.066,0.868,-0.818,0.05,1.686,0.65,-0.51,0.14,1.16,0.448,-0.408,0.04,0.856,0.665,-0.578,0.087,1.243
0.542,-0.488,0.054,1.03,0.59,-0.662,-0.072,1.252,0.002,-0.002,0.0,0.004,0.002,-0.003,-0.001,0.005,0.914,-0.869,0.045,1.783,1.09,-1.046,0.044,2.136
0.978,-0.986,-0.008,1.964,0.722,-0.716,0.006,1.438,0.633,-0.508,0.125,1.141,0.78,-0.692,0.088,1.472,-0.001,-0.004,-0.005,0.003,-0.001,-0.004,-0.005,0.003
0.94,-1.022,-0.082,1.962,0.686,-0.738,-0.052,1.424,0.523,-0.526,-0.003,1.049,0.688,-0.774,-0.086,1.462,0.001,-0.005,-0.004,0.006,0.003,-0.003,0.0,0.006
0.926,-0.93,-0.004,1.856,1.081,-1.07,0.011,2.151,0.899,-0.875,0.024,1.774,0.688,-0.652,0.036,1.34,0.554,-0.51,0.044,1.064,0.636,-0.646,-0.01,1.282
0.844,-1.01,-0.166,1.854,0.561,-0.666,-0.105,1.227,0.524,-0.5,0.024,1.024,0.606,-0.654,-0.048,1.26,0.002,-0.003,-0.001,0.005,0.0,-0.004,-0.004,0.004
0.974,-0.855,0.119,1.829,0.636,-0.585,0.051,1.221,0.566,-0.556,0.01,1.122,0.643,-0.674,-0.031,1.317,0.003,-0.003,0.0,0.006,0.002,-0.002,0.0,0.004
0.834,-0.88,-0.046,1.714,1.058,-1.089,-0.031,2.147,0.874,-0.89,-0.016,1.764,0.66,-0.644,0.016,1.304,0.483,-0.356,0.127,0.839,0.62,-0.612,0.008,1.232
0.874,-0.938,-0.064,1.812,0.631,-0.62,0.011,1.251,0.498,-0.546,-0.048,1.044,0.679,-0.63,0.049,1.309,0.002,-0.004,-0.002,0.006,0.003,-0.003,0.0,0.006
0.954,-0.934,0.02,1.888,0.722,-0.624,0.098,1.346,0.51,-0.476,0.034,0.986,0.59,-0.728,-0.138,1.318,0.002,-0.002,0.0,0.004,0.002,-0.004,-0.002,0.006
0.893,-0.951,-0.058,1.844,1.088,-1.046,0.042,2.134,0.927,-0.958,-0.031,1.885,0.608,-0.682,-0.074,1.29,0.433,-0.486,-0.053,0.919,0.643,-0.642,0.001,1.285
0.799,-0.993,-0.194,1.792,0.942,-1.098,-0.156,2.04,0.809,-0.93,-0.121,1.739,0.568,-0.732,-0.164,1.3,0.532,-0.546,-0.014,1.078,0.663,-0.723,-0.06,1.386
